default_payment_next_month,limit_bal,age,limit_used_sep,score_3mo,score_6mo,bill_amt_sep,bill_amt_aug,bill_amt_jul,bill_amt_jun,bill_amt_may,bill_amt_apr,pay_amt_sep,pay_amt_aug,pay_amt_jul,pay_amt_jun,pay_amt_may,pay_amt_apr,id,sex,education,marital_status,pay_sep,pay_aug,pay_jul,pay_jun,pay_may,pay_apr,pay_mode3,pay_mode3_cat,pay_sep_cat,pay_aug_cat,pay_jul_cat,pay_jun_cat,pay_may_cat,pay_apr_cat,age_cat
0,150000,38,0.034793333333333336,-1,-1,5219,0,5200,1561,1633,230,0,5200,0,72,460,4487,12619,2,2,2,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,30-39
1,30000,41,0.8531333333333333,2,1,25594,21485,22320,23933,22742,2500,0,1300,5000,945,1850,1060,12620,2,2,1,2,2,0,0,0,-1,2,1,1,1,0,0,0,-1,40-49
0,230000,30,0.8300826086956522,0,0,190919,191785,164602,136569,139522,132239,7214,6264,10000,5028,5000,5000,12622,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
1,170000,37,0.7965823529411765,1,2,135419,138547,148175,149758,147262,156808,6800,13500,5500,0,12000,0,12623,2,2,1,2,0,0,2,2,2,0,0,1,0,0,1,1,1,30-39
0,290000,47,0.00413793103448276,-1,-1,1200,0,0,0,0,0,0,0,0,0,0,4634,12624,1,3,1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,40-49
0,170000,27,0.3776176470588235,0,0,64195,66163,67856,38803,40259,41541,3000,3000,2308,3000,3000,1800,12625,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,200000,26,0.591335,0,0,118267,103114,85698,64423,49432,34814,3263,5114,1613,1402,3055,7043,12626,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,80000,55,1.0320875,0,0,82567,84221,80041,19000,15178,14717,3121,8443,1582,548,531,479,12627,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50-59
1,340000,32,0.0,-2,-2,0,0,2500,2500,0,0,0,5000,0,0,0,0,12628,2,2,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,30-39
0,110000,28,1.0268454545454546,0,0,112953,225099,221798,111960,111636,111733,12500,0,4400,4218,4323,4550,12629,2,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,20-29
0,10000,36,0.6672,0,0,6672,8405,8869,8901,9838,6771,2000,800,240,1000,771,1100,12630,1,2,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,30-39
0,80000,27,0.8070125,0,0,64561,47041,25439,26140,28833,28459,2176,1299,1000,3000,981,2000,12631,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,60000,28,0.5763333333333334,0,0,34580,15924,18124,28644,18656,15952,1300,2500,1000,1688,1000,1000,12632,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,340000,27,0.04336764705882353,-1,-1,14745,9318,4794,7819,332,16516,9318,5343,7819,332,16516,5000,12633,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20-29
0,20000,54,0.5309,0,0,10618,12135,16878,19624,20036,18309,2000,5000,3000,689,1000,2000,12634,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50-59
0,250000,53,1.011664,0,0,252916,251830,245429,186620,193003,191867,9011,8146,6000,13003,11867,17186,12636,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50-59
0,50000,24,0.0,0,0,0,0,51400,11330,12144,12938,0,51400,11330,1000,1000,1519,12637,2,2,2,1,-2,-1,-1,0,0,1,1,1,-1,-1,-1,0,0,20-29
1,100000,48,0.00525,-1,-1,525,1022,897,897,319,2757,1100,1000,0,0,2800,5400,12638,1,1,3,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,40-49
1,280000,31,0.007707142857142856,-1,-1,2158,-2,-2,5823,2900,42128,0,0,5825,2915,42338,2419,12639,1,1,2,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30-39
0,20000,24,0.83965,0,0,16793,18215,18679,16264,17119,10550,1700,1150,467,1000,1200,400,12641,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,250000,30,0.174776,0,0,43694,33357,44167,19806,22231,6852,15284,20087,5093,10000,6876,0,12643,2,2,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,30-39
0,50000,27,0.0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,12644,1,1,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,20-29
1,70000,33,0.7043857142857143,1,1,49307,48214,27572,26810,20541,19234,1500,1300,1505,1000,1000,2000,12645,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,30-39
0,230000,27,0.9950565217391304,0,0,228863,227814,218694,191956,191741,176784,8862,8933,6956,7845,6784,7471,12646,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,280000,40,0.7593464285714285,0,0,212617,207478,211850,209651,214520,213520,7297,7584,7416,8000,7639,7312,12648,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-49
0,160000,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12649,2,2,1,1,-2,-2,-2,-2,-2,-2,-1,1,-1,-1,-1,-1,-1,40-49
0,50000,32,0.0,0,0,0,0,530,26530,26574,26289,0,530,26000,951,943,970,12650,2,2,1,1,-2,-1,0,0,0,1,1,1,-1,-1,0,0,0,30-39
0,500000,38,0.21117399999999997,0,0,105587,105478,100026,86265,67539,53676,3627,3059,2670,2331,2406,1645,12651,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,290000,24,0.7931517241379309,0,0,230014,219207,215223,216261,217537,216014,8411,8600,7000,7300,7000,6000,12652,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,100000,29,0.47918999999999995,0,0,47919,30820,28503,6810,-3,-3,2000,1000,1039,12920,0,0,12653,1,3,2,0,0,0,0,0,-2,0,0,0,0,0,0,0,-1,20-29
0,480000,61,0.190675,0,0,91524,94123,95336,97645,92109,79795,5000,4000,7172,4000,2500,3000,12654,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60 up
0,110000,33,1.0064,0,0,110704,55885,56779,56580,57509,58715,2056,2100,2100,2076,2400,2100,12655,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,70000,34,0.8410714285714286,-2,-1,58875,0,72772,39980,40126,39788,0,72772,1400,1500,1500,1600,12657,1,2,3,-2,-2,-1,0,0,0,-2,-1,-1,-1,-1,0,0,0,30-39
0,290000,38,0.4096586206896552,0,0,118801,99370,84836,82168,80299,77324,3530,3019,2818,3000,3199,2350,12658,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,210000,34,0.032233333333333336,-2,-2,6769,12656,5570,2285,0,0,12660,5570,2285,0,0,0,12659,2,2,2,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,30-39
0,240000,38,0.020375,-1,-1,4890,4157,14342,11411,3006,13268,4164,14371,11411,3006,13336,0,12660,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30-39
0,260000,49,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12661,2,2,1,1,-2,-2,-2,-2,-2,-2,-1,1,-1,-1,-1,-1,-1,40-49
0,80000,27,0.47775,0,0,38220,33962,31297,27679,7689,8802,3000,1000,730,2015,1000,2000,12662,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,50000,38,1.01496,0,0,50748,48626,20712,17834,18248,19390,1500,1200,2500,618,4000,3000,12663,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
1,10000,28,0.6302,1,1,6302,6390,0,1170,9956,9992,1000,1600,1170,9956,282,91,12664,1,3,2,2,0,0,-1,-1,0,0,0,1,0,0,-1,-1,0,20-29
0,200000,39,0.0,0,0,0,0,12888,2075,0,0,0,12888,2075,0,0,5051,12666,2,2,1,1,-2,-1,-1,-1,-2,1,1,1,-1,-1,-1,-1,-1,30-39
1,210000,37,0.11689047619047617,0,0,24547,48302,4549,3085,7300,6583,4519,9098,3085,7300,6583,5060,12668,2,1,1,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,30-39
1,500000,42,0.0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,12669,1,1,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,40-49
0,60000,55,0.0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,12670,1,3,1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,50-59
0,150000,25,1.0117399999999999,0,0,151761,149060,151308,152576,152368,142030,5752,6308,16644,12381,9320,5977,12671,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,60000,26,0.0,0,0,0,23040,28266,43296,44307,43550,23040,8000,20000,1669,1549,15000,12672,2,1,2,1,-1,0,0,0,0,1,1,1,-1,0,0,0,0,20-29
0,50000,30,0.02766,-1,-1,1383,1383,4149,2766,1383,1383,1383,4149,0,0,1383,5419,12675,2,2,2,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,30-39
0,80000,23,0.0,-2,-2,0,2946,390,390,390,780,4419,390,390,390,780,0,12676,2,2,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,20-29
1,200000,36,0.127345,0,1,25469,26663,28509,27381,29054,28052,2000,3000,0,2500,0,1500,12677,1,3,1,0,0,0,2,2,2,0,0,0,0,0,1,1,1,30-39
0,60000,25,0.30466666666666664,0,0,18280,19468,20986,23783,25548,21811,1482,2000,3000,3000,1500,2000,12678,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,50000,48,0.99826,1,1,49913,50588,50245,19424,19829,20386,2077,1311,689,712,879,799,12679,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,40-49
0,150000,35,0.25656,0,0,38484,43489,48194,32264,25579,0,8000,5175,3000,10000,0,0,12680,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,200000,26,0.0049,-1,-1,980,2980,3438,2102,38,0,2000,3438,50,38,0,0,12681,2,1,2,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,20-29
1,80000,29,0.9783125,0,0,78265,79364,73622,75092,75976,77511,3070,2623,2644,2743,2783,2909,12682,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,30000,41,0.2749,0,0,8247,16463,7090,10000,18438,17068,16463,1314,10000,18438,733,11796,12683,2,2,3,1,-1,0,0,-1,0,1,1,1,-1,0,0,-1,0,40-49
0,200000,33,0.23565999999999998,0,0,47132,27179,13457,-387,-387,-387,1917,1000,0,0,0,0,12684,2,2,2,0,0,0,0,-2,-2,0,0,0,0,0,0,-1,-1,30-39
0,170000,30,0.17971764705882354,0,0,30552,29342,30544,30477,2609,1359,2500,2500,780,1100,400,918,12685,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,130000,52,0.6338384615384616,0,0,82399,89003,90160,87817,89746,98655,7931,3500,0,3499,10648,0,12686,1,2,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,50-59
0,180000,28,0.57335,0,0,103203,108032,109741,112907,115924,118832,6500,5000,5000,5000,5000,5000,12687,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,160000,27,0.074525,-1,-1,11924,0,4477,2682,29011,4000,0,4477,2682,29011,4000,5459,12688,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20-29
0,20000,29,0.04785,0,0,957,738,356,356,4616,728,356,0,356,4616,728,449,12689,2,3,2,-1,2,2,-1,-1,-1,2,1,-1,1,1,-1,-1,-1,20-29
0,150000,28,0.00168,-1,-1,252,6514,-31,-31,-31,-31,6546,0,0,0,0,0,12691,1,1,2,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,20-29
0,180000,35,0.003188888888888889,-1,-1,574,396,395,846,1027,381,396,395,848,1027,381,5819,12692,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30-39
0,120000,27,0.5009083333333333,0,0,60109,44206,38083,36728,36952,35475,2415,1816,1381,1264,1228,1217,12693,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,430000,42,0.0036744186046511634,-2,-2,1580,1526,806,2792,3010,-200,1526,806,2792,3010,200,0,12694,2,1,1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,40-49
0,200000,38,0.971405,1,1,194281,188638,190824,133233,115882,117534,7332,5818,4451,4472,3850,3602,12695,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,30-39
0,20000,38,0.60965,0,-1,12193,11242,8015,3668,3508,5278,5015,0,0,3508,5278,780,12696,2,3,2,-1,-1,2,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,30-39
0,30000,25,0.8455333333333334,0,0,25366,27626,22034,16312,14614,0,5000,1000,326,292,0,0,12698,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,180000,25,0.03903333333333334,0,0,7026,10080,3254,1443,7105,2929,10080,0,1443,7105,0,5253,12699,2,1,2,0,-1,2,-1,-1,2,0,0,0,-1,1,-1,-1,1,20-29
0,360000,48,0.015327777777777775,-1,-1,5518,2532,5504,-4,-4,881,2548,5536,0,0,885,1595,12700,1,1,1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,40-49
0,200000,25,0.950615,0,0,190123,194059,194464,76223,77822,80598,8487,5105,3000,2828,4073,1794,12702,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,50000,39,0.6009800000000001,0,0,30049,30147,28703,28918,29126,28643,1800,1500,1142,1200,1200,1200,12703,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
1,50000,22,1.01906,2,2,50953,49363,49243,46382,47261,48219,8,3011,1264,2000,1159,1244,12704,2,2,2,3,2,0,0,0,0,3,1,1,1,0,0,0,0,20-29
0,270000,33,0.03596666666666667,-1,-1,9711,9363,13951,8938,15280,18002,9391,13999,8964,15325,18028,211,12705,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30-39
1,10000,22,0.7582,1,1,7582,8502,9479,9669,9978,9928,1200,1136,326,444,199,0,12706,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,20-29
0,390000,38,0.024641025641025643,-1,-1,9610,6090,18119,15220,7658,7547,6090,18119,304,416,7547,897,12707,1,1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,30-39
0,350000,50,0.14393142857142854,-1,-1,50376,20717,10133,28858,8693,9194,20717,10173,28858,8693,9194,17436,12708,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50-59
0,350000,40,0.18057142857142855,0,0,63200,6470,630,20682,20902,16754,4150,630,20902,5000,2000,3000,12709,1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0,0,40-49
0,50000,38,0.8571200000000001,0,0,42856,29248,17775,17833,18246,18642,1300,1600,650,700,700,700,12711,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,250000,35,0.352528,0,0,88132,81826,71488,69145,68680,70047,3500,3070,2372,2413,2428,2507,12712,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,360000,33,0.01658611111111111,0,0,5971,5732,6465,9465,9290,4209,0,1000,3000,0,5000,3780,12713,1,1,2,-1,2,0,0,2,0,-1,-1,-1,1,0,0,1,0,30-39
0,180000,42,0.0,0,0,0,0,0,0,0,1031,0,0,0,0,1031,0,12714,2,1,1,1,-2,-2,-2,-2,-2,-2,-1,1,-1,-1,-1,-1,-1,40-49
0,150000,41,0.52236,0,0,78354,69250,69790,71535,73131,72502,2507,3001,3001,3013,3133,3000,12715,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-49
0,200000,29,0.20575500000000002,0,0,41151,21132,482,482,462,446,1650,482,482,462,466,0,12717,1,3,2,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,20-29
1,260000,46,0.0017346153846153846,-1,-1,451,268,604,664,734,1076,268,604,664,734,1076,1220,12718,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40-49
1,150000,52,0.903,0,0,135450,137647,141046,143490,146060,149861,4771,4952,4019,4132,5037,3500,12719,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50-59
0,400000,36,0.0990025,-1,-1,39601,21357,30689,2514,4215,827,21357,10689,2514,4215,827,10827,12720,2,1,2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,30-39
0,20000,32,0.7331,0,0,14662,10305,11127,12928,13721,14492,1500,1300,2000,1000,1000,1000,12721,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,90000,25,0.4835444444444445,0,0,43519,44677,45868,47535,40920,38622,1861,2052,2719,0,1600,890,12722,2,3,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,20-29
0,70000,27,0.8771571428571429,2,1,61401,62712,63586,64440,65761,67128,2900,2500,2500,2500,2600,1000,12724,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,20-29
0,80000,49,0.0735625,0,0,5885,7001,8632,10316,316,2523,2000,2000,2000,316,2523,316,12725,1,2,1,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,40-49
0,200000,28,0.001695,-1,-1,339,5322,7756,4792,3107,17423,5322,7756,0,38700,16724,6393,12727,2,1,2,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,20-29
0,270000,29,0.4634074074074074,0,0,125120,102046,91426,93262,96104,98374,4000,2969,3000,4000,3500,3450,12728,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,210000,32,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12729,2,1,1,1,-2,-2,-2,-2,-2,-2,-1,1,-1,-1,-1,-1,-1,30-39
1,140000,24,0.11673571428571428,-1,-1,16343,1462,4326,6380,48866,23797,1462,4326,6398,48866,3500,2000,12730,1,2,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,20-29
0,120000,36,0.26015,0,0,31218,32319,32687,32972,33559,34604,2000,1600,1200,1500,2000,1500,12731,1,3,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,30-39
1,130000,36,0.5059,2,2,65767,74474,78652,76790,78400,79996,9813,6000,0,3001,3058,2866,12732,2,1,1,2,2,2,2,0,0,2,1,1,1,1,1,0,0,30-39
0,80000,24,0.449075,0,0,35926,32813,22638,18805,6058,0,5041,4238,5051,3118,0,0,12734,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
1,170000,38,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12735,1,1,1,1,-2,-2,-2,-2,-2,-2,-1,1,-1,-1,-1,-1,-1,30-39
0,300000,33,0.003066666666666667,-2,-2,920,1592,0,0,0,0,1592,0,0,0,0,0,12736,2,1,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,30-39
0,380000,37,0.03952368421052632,-1,-1,15019,4162,2107,0,1630,0,4472,2107,0,1630,0,0,12737,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30-39
0,110000,26,0.5337818181818181,0,0,58716,50943,46942,47935,49083,49603,2500,2100,2000,2000,2500,2000,12738,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,80000,24,0.3873125,0,-1,30985,44300,0,0,0,0,14300,0,0,0,0,0,12739,2,1,2,0,0,0,-2,-2,-2,0,0,0,0,0,-1,-1,-1,20-29
0,20000,30,1.4337,0,0,28674,15491,16299,16428,0,0,1392,1200,329,0,0,8644,12740,1,2,2,0,0,0,0,0,-2,0,0,0,0,0,0,0,-1,30-39
0,200000,28,0.00486,-2,-2,972,-1,-1,299,299,293,0,0,300,300,294,0,12741,1,1,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,20-29
0,360000,62,0.6522916666666667,0,0,234825,242378,235716,171573,95455,91687,15000,12000,10000,10000,0,10000,12742,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,60 up
0,170000,50,0.05924705882352941,-1,-1,10072,2417,199,1628,0,4968,2417,199,1628,0,4968,0,12743,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50-59
0,50000,24,0.3218,0,0,16090,50912,34027,9568,9913,10132,36027,1807,1000,500,400,500,12745,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,50000,52,0.7506,2,2,37530,38630,41774,40806,41357,41380,2000,4086,0,1500,1000,1800,12746,1,3,1,2,2,2,4,3,3,2,1,1,1,1,1,1,1,50-59
0,80000,26,0.585025,0,0,46802,33357,32883,29425,30117,30492,1903,1397,5000,1300,1400,1300,12747,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,50000,31,1.01516,0,0,50758,49517,49528,44768,40295,33088,2501,2005,1312,1614,1706,0,12748,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
1,30000,23,0.9473333333333334,0,0,28420,27929,28920,27997,28378,29321,1482,1703,1001,1500,1845,1001,12749,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,30000,41,0.18043333333333333,0,0,5413,13938,8448,8620,8000,0,9200,1000,172,160,0,0,12750,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-49
1,20000,23,0.7017,1,1,14034,13524,14983,16197,18932,18271,0,2000,1780,3000,0,0,12751,1,3,2,1,2,0,0,0,3,1,1,1,1,0,0,0,1,20-29
0,170000,42,0.003247058823529412,-1,-1,552,552,552,552,552,0,552,552,552,552,0,33290,12753,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40-49
0,20000,23,0.0,0,0,0,342,1342,1372,2037,1068,342,1000,30,2037,1218,462,12754,2,1,2,1,-1,0,0,-1,-1,1,1,1,-1,0,0,-1,-1,20-29
0,90000,50,0.8499444444444444,0,0,76495,71616,60177,54440,45788,41874,3243,2390,1840,1690,1954,1497,12755,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50-59
1,230000,35,0.015017391304347824,-1,-1,3454,0,0,0,0,0,0,0,0,0,0,0,12756,1,1,1,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,30-39
0,210000,35,0.9990571428571428,0,0,209802,208421,190737,142271,137171,130687,8800,8023,4809,5001,5000,5000,12757,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,20000,23,0.8864,0,0,17728,18835,38099,18471,16408,17135,1700,1262,1244,595,1000,1000,12758,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,60000,48,0.15025,-1,-1,9015,14700,438,2575,0,4532,14700,438,2575,0,4532,3566,12759,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40-49
0,300000,29,0.006083333333333333,-1,-1,1825,2017,2476,5797,1542,1256,2017,2476,5797,0,1256,23265,12760,2,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,20-29
0,50000,30,0.89144,0,1,44572,48361,47192,50588,40009,43685,4500,0,4000,0,5000,0,12761,1,1,2,0,0,2,2,2,2,0,0,0,0,1,1,1,1,30-39
1,50000,35,1.0,0,0,50000,37891,8434,8604,8865,9058,1150,1200,310,400,340,301,12762,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30-39
0,500000,61,0.02286,-1,-1,11430,29015,25364,19550,21096,23491,29205,25428,9575,11116,15063,217,12763,1,1,1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,60 up
1,360000,27,0.01791388888888889,0,0,6449,3885,3113,1347,2179,5575,1108,1024,1353,2188,5602,776,12766,2,2,1,0,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,20-29
0,80000,42,0.5378,0,0,43024,9821,600,53900,55000,65000,5098,600,53900,1100,10000,0,12767,2,2,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0,0,40-49
1,180000,27,0.8511,2,2,153198,151128,152785,168657,165872,173667,1813,5667,18483,0,11000,1842,12768,2,1,2,2,2,0,0,2,2,2,1,1,1,0,0,1,1,20-29
0,180000,27,0.0032277777777777773,-1,-1,581,5394,1485,4778,23350,583,5396,1485,4778,23350,583,5883,12769,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20-29
0,340000,30,0.07176470588235294,-2,-2,24400,27791,6097,2272,4336,2581,27800,6097,2272,4336,2581,1865,12772,2,1,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,30-39
1,70000,36,0.016514285714285714,0,0,1156,2254,2044,4152,3023,4014,2044,0,4000,0,2000,0,12773,2,2,2,-1,2,2,2,2,2,2,1,-1,1,1,1,1,1,30-39
1,20000,23,0.92475,2,2,18495,20194,18880,22215,20638,19342,3000,0,4613,0,0,0,12775,2,2,2,2,2,2,2,4,3,2,1,1,1,1,1,1,1,20-29
0,170000,42,0.0024411764705882352,-1,-1,415,415,415,415,1215,1390,415,415,415,1215,1390,1215,12776,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40-49
0,280000,44,0.5228214285714285,0,0,146390,148737,151000,152538,154291,155955,5111,5100,4300,4500,4500,4500,12777,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-49
0,90000,50,0.9326555555555556,0,0,83939,86583,87014,46293,47576,46663,4000,2500,2000,2000,2000,2000,12778,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50-59
1,160000,27,0.0,0,0,0,418,0,0,0,0,418,0,0,0,0,0,12779,2,2,2,1,-1,-1,-2,-2,-2,-1,-1,1,-1,-1,-1,-1,-1,20-29
1,300000,46,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12780,2,1,2,1,-2,-2,-2,-2,-2,-2,-1,1,-1,-1,-1,-1,-1,40-49
1,60000,38,0.8301333333333333,1,1,49808,48736,49525,57564,56517,81397,0,1900,8900,0,26000,2100,12781,1,1,1,1,2,0,0,2,2,1,1,1,1,0,0,1,1,30-39
0,130000,29,1.0170307692307692,0,0,132214,132361,128904,101785,101849,99296,5500,5904,4785,3849,4296,3139,12783,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20-29
0,160000,35,0.074925,0,-1,11988,-890,-890,-890,-890,-890,0,0,0,0,0,0,12784,2,1,2,0,0,-2,-2,-2,-2,0,0,0,0,-1,-1,-1,-1,30-39
1,20000,37,0.42,0,0,8400,2000,0,2000,0,0,1000,0,2000,0,0,0,12785,2,1,2,0,0,0,-1,-1,-2,0,0,0,0,0,-1,-1,-1,30-39
